XVAL,YVAL,DENSITY
0.3000,6.2000,0.249944
0.3000,6.3000,0.645556
0.3000,6.4000,0.575840
0.3000,6.5000,0.373358
0.3000,6.6000,0.146286
0.3000,6.7000,0.422496
0.3000,6.8000,0.420719
0.3000,6.9000,0.077334
0.3000,7.0000,-0.097021
0.3000,7.1000,0.087886
0.3000,7.2000,-0.119545
0.3000,7.3000,0.605541
0.3000,7.4000,0.278645
0.3000,7.5000,0.327146
0.3000,7.6000,-0.083278
0.3000,7.7000,0.564611
0.3000,7.8000,0.426205
0.3000,7.9000,0.425774
0.3000,8.0000,-0.034820
0.3000,8.1000,0.055941
0.3000,8.2000,0.471150
0.3000,8.3000,0.725415
0.3000,8.4000,0.263866
0.3000,8.5000,0.012788
0.3000,8.6000,0.703399
0.3000,8.7000,0.078569
0.3000,8.8000,0.193662
0.3000,8.9000,0.532347
0.3000,9.0000,0.555188
0.3000,9.1000,-0.024504
0.3000,9.2000,0.150069
0.3000,9.3000,0.602213
0.3000,9.4000,0.539472
0.3000,9.5000,0.503044
0.3000,9.6000,0.016754
0.3000,9.7000,0.435153
0.3000,9.8000,-0.112882
0.3000,9.9000,0.644426
0.3000,10.0000,0.215432
0.4000,-10.0000,-0.023958
0.4000,-9.9000,-0.356908
0.4000,-9.8000,-0.483042
0.4000,-9.7000,-0.436143
0.4000,-9.6000,-0.333701
0.4000,-9.5000,-0.503069
0.4000,-9.4000,0.069886
0.4000,-9.3000,0.043858
0.4000,-9.2000,-0.038171
0.4000,-9.1000,-0.035713
0.4000,-9.0000,-0.315548
0.4000,-8.9000,-0.524829
0.4000,-8.8000,-0.488051
0.4000,-8.7000,0.106740
0.4000,-8.6000,-0.017473
0.4000,-8.5000,-0.165884
0.4000,-8.4000,-0.123203
0.4000,-8.3000,-0.625569
0.4000,-8.2000,-0.622108
0.4000,-8.1000,-0.526001
0.4000,-8.0000,-0.047565
0.4000,-7.9000,-0.530999
0.4000,-7.8000,-0.498414
0.4000,-7.7000,-0.263538
0.4000,-7.6000,-0.459838
0.4000,-7.5000,0.017051
0.4000,-7.4000,0.128349
0.4000,-7.3000,-0.247709
0.4000,-7.2000,0.028743
0.4000,-7.1000,-0.483198
0.4000,-7.0000,0.049342
0.4000,-6.9000,0.123616
0.4000,-6.8000,-0.393087
0.4000,-6.7000,-0.221661
0.4000,-6.6000,-0.311606
0.4000,-6.5000,-0.170900
0.4000,-6.4000,-0.353451
0.4000,-6.3000,-0.566661
0.4000,-6.2000,-0.437564
0.4000,-6.1000,-0.309918
0.4000,-6.0000,-0.532094
0.4000,-5.9000,0.060561
0.4000,-5.8000,-0.422523
0.4000,-5.7000,-0.437641
0.4000,-5.6000,-0.663532
0.4000,-5.5000,-0.352656
0.4000,-5.4000,-0.428817
0.4000,-5.3000,-0.366422
0.4000,-5.2000,-0.201117
0.4000,-5.1000,-0.417372
0.4000,-5.0000,-0.288441
0.4000,-4.9000,-0.461567
0.4000,-4.8000,0.031145
0.4000,-4.7000,-0.429739
0.4000,-4.6000,0.055152
0.4000,-4.5000,-0.121810
0.4000,-4.4000,-0.496216
0.4000,-4.3000,0.065181
0.4000,-4.2000,-0.213450
0.4000,-4.1000,-0.498211
0.4000,-4.0000,0.034041
0.4000,-3.9000,-0.345763
0.4000,-3.8000,0.028576
0.4000,-3.7000,-0.032197
0.4000,-3.6000,-0.713879
0.4000,-3.5000,-0.429058
0.4000,-3.4000,-0.506515
0.4000,-3.3000,-0.025673
0.4000,-3.2000,-0.528598
0.4000,-3.1000,-0.598812
0.4000,-3.0000,0.028338
0.4000,-2.9000,-0.633064
0.4000,-2.8000,-0.520479
0.4000,-2.7000,0.056378
0.4000,-2.6000,-0.304570
0.4000,-2.5000,-0.516276
0.4000,-2.4000,-0.432886
0.4000,-2.3000,-0.398930
0.4000,-2.2000,-0.610920
0.4000,-2.1000,-0.662753
0.4000,-2.0000,-0.461523
0.4000,-1.9000,-0.067836
0.4000,-1.8000,0.084482
0.4000,-1.7000,-0.015789
0.4000,-1.6000,-0.409896
0.4000,-1.5000,-0.417866
0.4000,-1.4000,-0.337620
0.4000,-1.3000,-0.736963
0.4000,-1.2000,-0.159350
0.4000,-1.1000,-0.296576
0.4000,-1.0000,0.054936
0.4000,-0.9000,-0.042766
0.4000,-0.8000,-0.506787
0.4000,-0.7000,-0.086294
0.4000,-0.6000,-0.391392
0.4000,-0.5000,0.094733
0.4000,-0.4000,-0.382842
0.4000,-0.3000,-0.735176
0.4000,-0.2000,-0.289553
0.4000,-0.1000,-0.423309
0.4000,0.0000,-0.281543
0.4000,0.1000,0.256897
0.4000,0.2000,0.506435
0.4000,0.3000,0.582537
0.4000,0.4000,0.567855
0.4000,0.5000,0.501774
0.4000,0.6000,0.197844
0.4000,0.7000,0.457363
0.4000,0.8000,0.372999
0.4000,0.9000,0.435702
0.4000,1.0000,0.415894
0.4000,1.1000,0.138168
0.4000,1.2000,0.332825
0.4000,1.3000,0.115273
0.4000,1.4000,0.299810
0.4000,1.5000,0.533010
0.4000,1.6000,0.661576
0.4000,1.7000,0.440579
0.4000,1.8000,0.377683
0.4000,1.9000,0.189952
0.4000,2.0000,0.084476
0.4000,2.1000,0.220848
0.4000,2.2000,0.218821
0.4000,2.3000,0.098523
0.4000,2.4000,-0.173153
0.4000,2.5000,0.479290
0.4000,2.6000,0.415035
0.4000,2.7000,0.172705
0.4000,2.8000,0.184304
0.4000,2.9000,0.375932
0.4000,3.0000,0.566000
0.4000,3.1000,0.651091
0.4000,3.2000,0.209461
0.4000,3.3000,0.212433
0.4000,3.4000,0.428981
0.4000,3.5000,0.424583
0.4000,3.6000,-0.039103
0.4000,3.7000,0.521895
0.4000,3.8000,0.211725
0.4000,3.9000,0.159798
0.4000,4.0000,0.400367
0.4000,4.1000,0.686655
0.4000,4.2000,0.460996
0.4000,4.3000,0.548973
0.4000,4.4000,0.613273
0.4000,4.5000,0.553900
0.4000,4.6000,0.121651
0.4000,4.7000,0.614199
0.4000,4.8000,0.244527
0.4000,4.9000,0.389380
0.4000,5.0000,0.126528
0.4000,5.1000,0.203951
0.4000,5.2000,0.344955
0.4000,5.3000,0.719233
0.4000,5.4000,0.583708
0.4000,5.5000,0.206013
0.4000,5.6000,0.526369
0.4000,5.7000,0.284584
0.4000,5.8000,0.042668
0.4000,5.9000,0.572390
0.4000,6.0000,0.466164
0.4000,6.1000,0.130447
0.4000,6.2000,0.163202
0.4000,6.3000,0.522964
0.4000,6.4000,0.318736
0.4000,6.5000,-0.060882
0.4000,6.6000,-0.099320
0.4000,6.7000,0.251648
0.4000,6.8000,0.400171
0.4000,6.9000,0.411475
0.4000,7.0000,0.346666
0.4000,7.1000,0.046895
0.4000,7.2000,0.756565
0.4000,7.3000,0.390812
0.4000,7.4000,0.671282
0.4000,7.5000,-0.058364
0.4000,7.6000,0.432434
0.4000,7.7000,0.508998
0.4000,7.8000,0.286928
0.4000,7.9000,0.747202
0.4000,8.0000,0.024996
0.4000,8.1000,-0.078924
0.4000,8.2000,-0.000162
0.4000,8.3000,0.301097
0.4000,8.4000,0.333164
0.4000,8.5000,0.151554
0.4000,8.6000,0.302022
0.4000,8.7000,0.664311
0.4000,8.8000,-0.065279
0.4000,8.9000,0.403738
0.4000,9.0000,0.575114
0.4000,9.1000,0.565324
0.4000,9.2000,0.239040
0.4000,9.3000,0.567527
0.4000,9.4000,0.356677
0.4000,9.5000,0.336515
0.4000,9.6000,0.276952
0.4000,9.7000,-0.107652
0.4000,9.8000,0.031855
0.4000,9.9000,-0.040982
0.4000,10.0000,0.315748
0.5000,-10.0000,-0.488503
0.5000,-9.9000,-0.036309
0.5000,-9.8000,-0.425309
0.5000,-9.7000,-0.065396
0.5000,-9.6000,-0.762431
0.5000,-9.5000,-0.441868
0.5000,-9.4000,-0.376133
0.5000,-9.3000,-0.114299
0.5000,-9.2000,-0.409209
0.5000,-9.1000,-0.232639
0.5000,-9.0000,-0.594652
0.5000,-8.9000,-0.562411
0.5000,-8.8000,0.033442
0.5000,-8.7000,-0.452292
0.5000,-8.6000,-0.663262
0.5000,-8.5000,-0.189527
0.5000,-8.4000,-0.409429
0.5000,-8.3000,0.088779
0.5000,-8.2000,-0.326045
0.5000,-8.1000,-0.286401
0.5000,-8.0000,-0.022781
0.5000,-7.9000,-0.438353
0.5000,-7.8000,-0.350372
0.5000,-7.7000,-0.243832
0.5000,-7.6000,0.157648
0.5000,-7.5000,-0.189548
0.5000,-7.4000,-0.600978
0.5000,-7.3000,-0.336279
0.5000,-7.2000,-0.273336
0.5000,-7.1000,-0.060641
0.5000,-7.0000,0.015381
0.5000,-6.9000,-0.648699
0.5000,-6.8000,-0.415015
0.5000,-6.7000,-0.401284
0.5000,-6.6000,-0.360496
0.5000,-6.5000,-0.637307
0.5000,-6.4000,-0.666158
0.5000,-6.3000,-0.363189
0.5000,-6.2000,0.074145
0.5000,-6.1000,-0.747253
0.5000,-6.0000,-0.253223
0.5000,-5.9000,-0.584390
0.5000,-5.8000,-0.497991
0.5000,-5.7000,-0.582440
0.5000,-5.6000,-0.079658
0.5000,-5.5000,-0.285136
0.5000,-5.4000,-0.247381
0.5000,-5.3000,-0.203043
0.5000,-5.2000,-0.096226
0.5000,-5.1000,-0.123783
0.5000,-5.0000,-0.553289
0.5000,-4.9000,-0.033145
0.5000,-4.8000,-0.124026
0.5000,-4.7000,-0.211199
0.5000,-4.6000,-0.506940
0.5000,-4.5000,-0.101168
0.5000,-4.4000,-0.536956
0.5000,-4.3000,-0.129286
0.5000,-4.2000,-0.394284
0.5000,-4.1000,-0.634172
0.5000,-4.0000,-0.548790
0.5000,-3.9000,-0.184115
0.5000,-3.8000,-0.261238
0.5000,-3.7000,-0.465280
0.5000,-3.6000,-0.152863
0.5000,-3.5000,-0.617538
0.5000,-3.4000,0.022735
0.5000,-3.3000,-0.316268
0.5000,-3.2000,-0.019531
0.5000,-3.1000,-0.431034
0.5000,-3.0000,-0.586712
0.5000,-2.9000,-0.499648
0.5000,-2.8000,-0.298831
0.5000,-2.7000,0.033927
0.5000,-2.6000,-0.408513
0.5000,-2.5000,-0.505687
0.5000,-2.4000,-0.031866
0.5000,-2.3000,0.035535
0.5000,-2.2000,0.095274
0.5000,-2.1000,-0.684596
0.5000,-2.0000,-0.088271
0.5000,-1.9000,-0.172738
0.5000,-1.8000,0.140879
0.5000,-1.7000,0.098779
0.5000,-1.6000,-0.226578
0.5000,-1.5000,-0.064674
0.5000,-1.4000,-0.185017
0.5000,-1.3000,-0.089428
0.5000,-1.2000,0.119077
0.5000,-1.1000,-0.361925
0.5000,-1.0000,0.017620
0.5000,-0.9000,-0.009823
0.5000,-0.8000,-0.406522
0.5000,-0.7000,-0.409768
0.5000,-0.6000,-0.380769
0.5000,-0.5000,-0.408349
0.5000,-0.4000,-0.405430
0.5000,-0.3000,-0.375294
0.5000,-0.2000,-0.038693
0.5000,-0.1000,-0.217733
0.5000,0.0000,-0.317952
0.5000,0.1000,0.501043
0.5000,0.2000,0.121153
0.5000,0.3000,0.362901
0.5000,0.4000,0.167805
0.5000,0.5000,0.214696
0.5000,0.6000,0.625568
0.5000,0.7000,0.681406
0.5000,0.8000,0.611651
0.5000,0.9000,0.317966
0.5000,1.0000,0.329280
0.5000,1.1000,-0.020442
0.5000,1.2000,0.220255
0.5000,1.3000,-0.045856
0.5000,1.4000,0.557799
0.5000,1.5000,-0.028366
0.5000,1.6000,0.337693
0.5000,1.7000,0.352607
0.5000,1.8000,0.327068
0.5000,1.9000,-0.060968
0.5000,2.0000,0.299024
0.5000,2.1000,0.476882
0.5000,2.2000,0.533248
0.5000,2.3000,0.709784
0.5000,2.4000,0.367940
0.5000,2.5000,0.081425
0.5000,2.6000,-0.033995
0.5000,2.7000,0.632416
0.5000,2.8000,0.022419
0.5000,2.9000,0.003974
0.5000,3.0000,0.333679
0.5000,3.1000,0.329806
0.5000,3.2000,-0.048294
0.5000,3.3000,0.484196
0.5000,3.4000,0.525243
0.5000,3.5000,0.494797
0.5000,3.6000,0.321265
0.5000,3.7000,0.247185
0.5000,3.8000,0.599654
0.5000,3.9000,0.029802
0.5000,4.0000,0.392315
0.5000,4.1000,0.176710
0.5000,4.2000,0.195474
0.5000,4.3000,0.036074
0.5000,4.4000,0.387238
0.5000,4.5000,0.107888
0.5000,4.6000,0.298088
0.5000,4.7000,0.532550
0.5000,4.8000,0.537871
0.5000,4.9000,0.481713
0.5000,5.0000,0.149391
0.5000,5.1000,0.483932
0.5000,5.2000,-0.008154
0.5000,5.3000,0.193824
0.5000,5.4000,0.194775
0.5000,5.5000,0.526508
0.5000,5.6000,0.555943
0.5000,5.7000,-0.138060
0.5000,5.8000,0.601270
0.5000,5.9000,0.719998
0.5000,6.0000,0.427717
0.5000,6.1000,0.036444
0.5000,6.2000,0.519938
0.5000,6.3000,0.423220
0.5000,6.4000,0.153484
0.5000,6.5000,0.674503
0.5000,6.6000,0.348696
0.5000,6.7000,0.235330
0.5000,6.8000,-0.071274
0.5000,6.9000,0.557420
0.5000,7.0000,0.502462
0.5000,7.1000,0.238214
0.5000,7.2000,-0.172199
0.5000,7.3000,0.506192
0.5000,7.4000,0.693322
0.5000,7.5000,0.123796
0.5000,7.6000,-0.030258
0.5000,7.7000,0.323986
0.5000,7.8000,0.401032
0.5000,7.9000,0.577977
0.5000,8.0000,0.199112
0.5000,8.1000,0.573082
0.5000,8.2000,0.131769
0.5000,8.3000,0.024099
0.5000,8.4000,0.711697
0.5000,8.5000,0.137298
0.5000,8.6000,0.687485
0.5000,8.7000,0.005672
0.5000,8.8000,0.146934
0.5000,8.9000,-0.081208
0.5000,9.0000,0.245133
0.5000,9.1000,0.360801
0.5000,9.2000,0.135793
0.5000,9.3000,0.060695
0.5000,9.4000,0.603158
0.5000,9.5000,0.285597
0.5000,9.6000,0.121016
0.5000,9.7000,0.116945
0.5000,9.8000,0.658623
0.5000,9.9000,0.033651
0.5000,10.0000,0.224876
0.6000,-10.0000,-0.464698
0.6000,-9.9000,-0.357519
0.6000,-9.8000,0.160112
0.6000,-9.7000,-0.671181
0.6000,-9.6000,-0.384419
0.6000,-9.5000,-0.003861
0.6000,-9.4000,-0.630005
0.6000,-9.3000,-0.684414
0.6000,-9.2000,-0.113932
0.6000,-9.1000,0.058534
0.6000,-9.0000,-0.551443
0.6000,-8.9000,-0.010226
0.6000,-8.8000,-0.303327
0.6000,-8.7000,-0.569838
0.6000,-8.6000,-0.197329
0.6000,-8.5000,-0.593187
0.6000,-8.4000,-0.268218
0.6000,-8.3000,-0.557367
0.6000,-8.2000,-0.174357
0.6000,-8.1000,-0.005900
0.6000,-8.0000,0.044586
0.6000,-7.9000,-0.194825
0.6000,-7.8000,-0.607453
0.6000,-7.7000,-0.646927
0.6000,-7.6000,-0.253319
0.6000,-7.5000,-0.185371
0.6000,-7.4000,-0.441773
0.6000,-7.3000,-0.066798
0.6000,-7.2000,-0.028153
0.6000,-7.1000,-0.670757
0.6000,-7.0000,-0.399276
0.6000,-6.9000,-0.539553
0.6000,-6.8000,-0.028152
0.6000,-6.7000,0.034294
0.6000,-6.6000,-0.136111
0.6000,-6.5000,-0.123575
0.6000,-6.4000,-0.380915
0.6000,-6.3000,0.008172
0.6000,-6.2000,-0.630631
0.6000,-6.1000,-0.585578
0.6000,-6.0000,-0.176701
0.6000,-5.9000,-0.266260
0.6000,-5.8000,-0.591104
0.6000,-5.7000,-0.724037
0.6000,-5.6000,-0.618022
0.6000,-5.5000,0.041764
0.6000,-5.4000,-0.397649
0.6000,-5.3000,0.123210
0.6000,-5.2000,-0.478049
0.6000,-5.1000,-0.562249
0.6000,-5.0000,-0.529542
0.6000,-4.9000,0.106248
0.6000,-4.8000,-0.148848
0.6000,-4.7000,-0.114685
0.6000,-4.6000,-0.340919
0.6000,-4.5000,-0.191921
0.6000,-4.4000,-0.628450
0.6000,-4.3000,-0.285769
0.6000,-4.2000,-0.274019
0.6000,-4.1000,-0.507919
0.6000,-4.0000,-0.393267
0.6000,-3.9000,0.111365
0.6000,-3.8000,-0.064645
0.6000,-3.7000,0.153360
0.6000,-3.6000,-0.389973
0.6000,-3.5000,-0.101093
0.6000,-3.4000,-0.164339
0.6000,-3.3000,-0.245288
0.6000,-3.2000,-0.456876
0.6000,-3.1000,-0.186930
0.6000,-3.0000,-0.479382
0.6000,-2.9000,-0.161442
0.6000,-2.8000,0.039855
0.6000,-2.7000,-0.405847
0.6000,-2.6000,-0.442931
0.6000,-2.5000,-0.343000
0.6000,-2.4000,-0.100343
0.6000,-2.3000,-0.736292
0.6000,-2.2000,0.078644
0.6000,-2.1000,-0.164975
0.6000,-2.0000,-0.327346
0.6000,-1.9000,-0.112846
0.6000,-1.8000,-0.619235
0.6000,-1.7000,-0.041619
0.6000,-1.6000,-0.262902
0.6000,-1.5000,0.008209
0.6000,-1.4000,-0.416421
0.6000,-1.3000,-0.463016
0.6000,-1.2000,-0.018094
0.6000,-1.1000,-0.046061
0.6000,-1.0000,-0.244119
0.6000,-0.9000,-0.410973
0.6000,-0.8000,-0.434083
0.6000,-0.7000,0.123657
0.6000,-0.6000,-0.008700
0.6000,-0.5000,-0.596977
0.6000,-0.4000,-0.170453
0.6000,-0.3000,-0.561616
0.6000,-0.2000,0.095522
0.6000,-0.1000,-0.116126
0.6000,0.0000,-0.180152
0.6000,0.1000,0.522303
0.6000,0.2000,0.124276
0.6000,0.3000,0.584185
0.6000,0.4000,0.108387
0.6000,0.5000,0.542828
0.6000,0.6000,-0.045915
0.6000,0.7000,-0.132696
0.6000,0.8000,0.200446
0.6000,0.9000,-0.061081
0.6000,1.0000,0.413220
0.6000,1.1000,0.289808
0.6000,1.2000,0.091226
0.6000,1.3000,0.373723
0.6000,1.4000,0.269394
0.6000,1.5000,0.557998
0.6000,1.6000,0.434579
0.6000,1.7000,0.412832
0.6000,1.8000,-0.015673
0.6000,1.9000,-0.146976
0.6000,2.0000,0.495239
0.6000,2.1000,0.517380
0.6000,2.2000,0.012489
0.6000,2.3000,-0.140616
0.6000,2.4000,0.258024
0.6000,2.5000,0.454283
0.6000,2.6000,0.317586
0.6000,2.7000,0.632648
0.6000,2.8000,0.553037
0.6000,2.9000,0.354192
0.6000,3.0000,0.234499
0.6000,3.1000,0.333375
0.6000,3.2000,0.363216
0.6000,3.3000,0.410308
0.6000,3.4000,-0.017592
0.6000,3.5000,0.227272
0.6000,3.6000,0.605473
0.6000,3.7000,0.056260
0.6000,3.8000,0.617308
0.6000,3.9000,-0.053690
0.6000,4.0000,0.050030
0.6000,4.1000,0.660684
0.6000,4.2000,0.486304
0.6000,4.3000,0.736120
0.6000,4.4000,0.520031
0.6000,4.5000,0.099545
0.6000,4.6000,0.368488
0.6000,4.7000,0.559862
0.6000,4.8000,0.220915
0.6000,4.9000,0.279640
0.6000,5.0000,-0.038570
0.6000,5.1000,0.044966
0.6000,5.2000,-0.018415
0.6000,5.3000,0.460255
0.6000,5.4000,0.100259
0.6000,5.5000,0.369029
0.6000,5.6000,0.168302
0.6000,5.7000,0.091439
0.6000,5.8000,0.352889
0.6000,5.9000,0.109109
0.6000,6.0000,0.063913
0.6000,6.1000,0.013254
0.6000,6.2000,-0.130927
0.6000,6.3000,0.229128
0.6000,6.4000,0.603462
0.6000,6.5000,0.057452
0.6000,6.6000,0.118459
0.6000,6.7000,0.428983
0.6000,6.8000,0.117937
0.6000,6.9000,0.317265
0.6000,7.0000,0.538045
0.6000,7.1000,0.426447
0.6000,7.2000,0.054352
0.6000,7.3000,0.101585
0.6000,7.4000,0.051268
0.6000,7.5000,0.404365
0.6000,7.6000,0.454338
0.6000,7.7000,0.051761
0.6000,7.8000,0.345673
0.6000,7.9000,-0.157230
0.6000,8.0000,0.626039
0.6000,8.1000,0.168007
0.6000,8.2000,0.336061
0.6000,8.3000,0.527457
0.6000,8.4000,0.170690
0.6000,8.5000,0.644513
0.6000,8.6000,0.522972
0.6000,8.7000,-0.041051
0.6000,8.8000,0.471080
0.6000,8.9000,0.449110
0.6000,9.0000,0.766348
0.6000,9.1000,-0.136667
0.6000,9.2000,0.213378
0.6000,9.3000,0.104772
0.6000,9.4000,0.325067
0.6000,9.5000,0.604693
0.6000,9.6000,0.120203
0.6000,9.7000,0.642668
0.6000,9.8000,0.460930
0.6000,9.9000,-0.058162
0.6000,10.0000,0.169262
0.7000,-10.0000,-0.162982
0.7000,-9.9000,-0.323545
0.7000,-9.8000,-0.105974
0.7000,-9.7000,-0.175989
0.7000,-9.6000,-0.477589
0.7000,-9.5000,-0.440158
0.7000,-9.4000,-0.422651
0.7000,-9.3000,-0.167538
0.7000,-9.2000,-0.651913
0.7000,-9.1000,0.039965
0.7000,-9.0000,-0.582317
0.7000,-8.9000,-0.502727
0.7000,-8.8000,-0.004190
0.7000,-8.7000,-0.124708
0.7000,-8.6000,-0.622689
0.7000,-8.5000,0.081976
0.7000,-8.4000,-0.004105
0.7000,-8.3000,-0.458666
0.7000,-8.2000,-0.348426
0.7000,-8.1000,-0.287299
0.7000,-8.0000,-0.391217
0.7000,-7.9000,-0.194219
0.7000,-7.8000,-0.050498
0.7000,-7.7000,-0.140904
0.7000,-7.6000,0.122652
0.7000,-7.5000,-0.493450
0.7000,-7.4000,0.130741
0.7000,-7.3000,0.045209
0.7000,-7.2000,-0.368278
0.7000,-7.1000,-0.162364
0.7000,-7.0000,-0.449951
0.7000,-6.9000,-0.539590
0.7000,-6.8000,-0.150795
0.7000,-6.7000,-0.613437
0.7000,-6.6000,-0.614293
0.7000,-6.5000,-0.333870
0.7000,-6.4000,0.070330
0.7000,-6.3000,-0.359507
0.7000,-6.2000,-0.326752
0.7000,-6.1000,-0.109290
0.7000,-6.0000,-0.399201
0.7000,-5.9000,-0.276913
0.7000,-5.8000,-0.727946
0.7000,-5.7000,-0.363152
0.7000,-5.6000,-0.244172
0.7000,-5.5000,-0.560148
0.7000,-5.4000,-0.521761
0.7000,-5.3000,-0.450689
0.7000,-5.2000,-0.045432
0.7000,-5.1000,0.069721
0.7000,-5.0000,-0.513700
0.7000,-4.9000,-0.525707
0.7000,-4.8000,0.012889
0.7000,-4.7000,-0.425491
0.7000,-4.6000,-0.319008
0.7000,-4.5000,-0.170110
0.7000,-4.4000,-0.686882
0.7000,-4.3000,-0.103229
0.7000,-4.2000,-0.512563
0.7000,-4.1000,-0.552845
0.7000,-4.0000,-0.229847
0.7000,-3.9000,-0.182603
0.7000,-3.8000,-0.498253
0.7000,-3.7000,-0.058989
0.7000,-3.6000,-0.578996
0.7000,-3.5000,-0.298874
0.7000,-3.4000,-0.518549
0.7000,-3.3000,-0.558961
0.7000,-3.2000,-0.174558
0.7000,-3.1000,-0.266732
0.7000,-3.0000,-0.461167
0.7000,-2.9000,0.077872
0.7000,-2.8000,-0.133543
0.7000,-2.7000,-0.240669
0.7000,-2.6000,0.004334
0.7000,-2.5000,-0.022874
0.7000,-2.4000,-0.056171
0.7000,-2.3000,-0.291206
0.7000,-2.2000,-0.107265
0.7000,-2.1000,-0.472968
0.7000,-2.0000,-0.262178
0.7000,-1.9000,-0.259061
0.7000,-1.8000,0.117794
0.7000,-1.7000,-0.629366
0.7000,-1.6000,-0.411716
0.7000,-1.5000,-0.429816
0.7000,-1.4000,-0.066963
0.7000,-1.3000,-0.301689
0.7000,-1.2000,0.057398
0.7000,-1.1000,-0.471644
0.7000,-1.0000,-0.517560
0.7000,-0.9000,-0.331039
0.7000,-0.8000,-0.162647
0.7000,-0.7000,-0.413303
0.7000,-0.6000,-0.593699
0.7000,-0.5000,-0.335277
0.7000,-0.4000,-0.599807
0.7000,-0.3000,-0.389862
0.7000,-0.2000,-0.547327
0.7000,-0.1000,-0.757389
0.7000,0.0000,-0.472319
0.7000,0.1000,0.482040
0.7000,0.2000,0.183359
0.7000,0.3000,0.022487
0.7000,0.4000,0.580725
0.7000,0.5000,-0.009437
0.7000,0.6000,0.722337
0.7000,0.7000,0.591653
0.7000,0.8000,0.359453
0.7000,0.9000,0.584040
0.7000,1.0000,0.641446
0.7000,1.1000,-0.157000
0.7000,1.2000,0.680365
0.7000,1.3000,0.547218
0.7000,1.4000,0.638514
0.7000,1.5000,0.025323
0.7000,1.6000,0.499216
0.7000,1.7000,0.518336
0.7000,1.8000,-0.005334
0.7000,1.9000,0.159759
0.7000,2.0000,-0.061036
0.7000,2.1000,0.416503
0.7000,2.2000,0.723659
0.7000,2.3000,0.097689
0.7000,2.4000,0.375755
0.7000,2.5000,-0.119474
0.7000,2.6000,-0.054296
0.7000,2.7000,0.402219
0.7000,2.8000,-0.078060
0.7000,2.9000,0.677068
0.7000,3.0000,0.338513
0.7000,3.1000,0.426852
0.7000,3.2000,0.585594
0.7000,3.3000,0.754869
0.7000,3.4000,0.197293
0.7000,3.5000,0.353370
0.7000,3.6000,0.594613
0.7000,3.7000,0.471300
0.7000,3.8000,-0.136658
0.7000,3.9000,0.620754
0.7000,4.0000,0.359576
0.7000,4.1000,0.280488
0.7000,4.2000,0.176550
0.7000,4.3000,0.709455
0.7000,4.4000,0.593066
0.7000,4.5000,0.408241
0.7000,4.6000,0.410481
0.7000,4.7000,0.078072
0.7000,4.8000,0.526189
0.7000,4.9000,0.406286
0.7000,5.0000,0.571920
0.7000,5.1000,-0.039138
0.7000,5.2000,0.503483
0.7000,5.3000,0.279747
0.7000,5.4000,0.161550
0.7000,5.5000,-0.002191
0.7000,5.6000,0.274186
0.7000,5.7000,0.510418
0.7000,5.8000,0.390466
0.7000,5.9000,0.328487
0.7000,6.0000,0.175930
0.7000,6.1000,0.593755
0.7000,6.2000,0.485152
0.7000,6.3000,0.469839
0.7000,6.4000,0.493196
0.7000,6.5000,0.739643
0.7000,6.6000,0.129544
0.7000,6.7000,0.179204
0.7000,6.8000,0.420579
0.7000,6.9000,0.406545
0.7000,7.0000,-0.152672
0.7000,7.1000,0.122856
0.7000,7.2000,0.559576
0.7000,7.3000,0.498792
0.7000,7.4000,0.083243
0.7000,7.5000,0.606636
0.7000,7.6000,0.544933
0.7000,7.7000,-0.010090
0.7000,7.8000,0.267169
0.7000,7.9000,0.027004
0.7000,8.0000,0.073059
0.7000,8.1000,0.194181
0.7000,8.2000,0.265436
0.7000,8.3000,0.209511
0.7000,8.4000,-0.022867
0.7000,8.5000,0.429139
0.7000,8.6000,0.493736
0.7000,8.7000,0.606906
0.7000,8.8000,0.259096
0.7000,8.9000,-0.042071
0.7000,9.0000,0.262743
0.7000,9.1000,0.516610
0.7000,9.2000,0.492345
0.7000,9.3000,0.325357
0.7000,9.4000,-0.148017
0.7000,9.5000,-0.104669
0.7000,9.6000,0.470904
0.7000,9.7000,0.365271
0.7000,9.8000,0.511809
0.7000,9.9000,0.100582
0.7000,10.0000,0.460590
0.8000,-10.0000,-0.432788
0.8000,-9.9000,-0.596388
0.8000,-9.8000,0.131621
0.8000,-9.7000,-0.039192
0.8000,-9.6000,-0.079727
0.8000,-9.5000,-0.306502
0.8000,-9.4000,-0.083068
0.8000,-9.3000,-0.055292
0.8000,-9.2000,-0.296117
0.8000,-9.1000,0.063072
0.8000,-9.0000,-0.231553
0.8000,-8.9000,-0.641405
0.8000,-8.8000,-0.482212
0.8000,-8.7000,0.017214
0.8000,-8.6000,0.049603
0.8000,-8.5000,-0.410253
0.8000,-8.4000,0.039395
0.8000,-8.3000,-0.371084
0.8000,-8.2000,-0.604079
0.8000,-8.1000,0.043362
0.8000,-8.0000,-0.379322
0.8000,-7.9000,-0.027613
0.8000,-7.8000,-0.163350
0.8000,-7.7000,-0.312468
0.8000,-7.6000,0.075671
0.8000,-7.5000,-0.192503
0.8000,-7.4000,-0.113091
0.8000,-7.3000,-0.471698
0.8000,-7.2000,-0.440798
0.8000,-7.1000,0.021147
0.8000,-7.0000,-0.065530
